ID;Numero_Emenda;Autor;Objeto;Destinacao;Valor;Funcao;Subfuncao;Status
"134.19.12.2026";"134.19.12.2026";"Rodrigo Mendes Pascoto";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Custeio";"16.666,50";"27";"812";"elaboração"
"134.19.12.2026";"134.19.12.2026";"Rodrigo Mendes Pascoto";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Investimento";"16.667,00";"27";"812";"elaboração"
"135.01.12.2026";"135.01.12.2026";"Alexandre de Jesus Capriotti";"Fomentar a modalidade handebol em Osasco";"Custeio";"50.000,00";"27";"812";"elaboração"
"135.03.12.2026";"135.03.12.2026";"Carmônio Gonçalves Bastos";"Fomentar a modalidade handebol em Osasco";"Custeio";"50.000,00";"27";"812";"elaboração"
"135.06.12.2026";"135.06.12.2026";"Elsa Natal de Oliveira";"Fomentar a modalidade handebol em Osasco";"Custeio";"20.000,00";"27";"812";"elaboração"
"135.08.12.2026";"135.08.12.2026";"Fabio Chirinhan";"Fomentar a modalidade handebol em Osasco";"Custeio";"60.000,00";"27";"812";"elaboração"
"135.09.12.2026";"135.09.12.2026";"Francisca Jenilúcia Ribeiro de Andrade";"Fomentar a modalidade handebol em Osasco";"Custeio";"95.000,00";"27";"812";"elaboração"
"135.10.12.2026";"135.10.12.2026";"Gabriel de Paula Barbosa";"Fomentar a modalidade handebol em Osasco";"Custeio";"75.000,00";"27";"812";"elaboração"
"135.11.12.2026";"135.11.12.2026";"Gilmeiron Medeiros";"Fomentar a modalidade handebol em Osasco";"Investimento";"200.000,00";"27";"812";"elaboração"
"135.12.12.2026";"135.12.12.2026";"Guilherme de Prado Souza";"Fomentar a modalidade handebol em Osasco";"Custeio";"50.000,00";"27";"812";"elaboração"
"136.01.12.2026";"136.01.12.2026";"Alexandre de Jesus Capriotti";"Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes";"Custeio";"190.000,00";"27";"812";"elaboração"
"136.03.12.2026";"136.03.12.2026";"Carmônio Gonçalves Bastos";"Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes";"Custeio";"100.000,00";"27";"812";"elaboração"
"136.06.12.2026";"136.06.12.2026";"Elsa Natal de Oliveira";"Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes";"Custeio";"50.000,00";"27";"812";"elaboração"
"136.08.12.2026";"136.08.12.2026";"Fabio Chirinhan";"Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes";"Custeio";"76.668,85";"27";"812";"elaboração"
"136.09.12.2026";"136.09.12.2026";"Francisca Jenilúcia Ribeiro de Andrade";"Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes";"Custeio";"418.331,15";"27";"812";"elaboração"
"136.10.12.2026";"136.10.12.2026";"Gabriel de Paula Barbosa";"Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes";"Custeio";"275.000,00";"27";"812";"elaboração"
"136.11.12.2026";"136.11.12.2026";"Gilmeiron Medeiros";"Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes";"Custeio";"300.000,00";"27";"812";"elaboração"
"137.01.12.2026";"137.01.12.2026";"Alexandre de Jesus Capriotti";"Centro de Excelência de Ginástica de Osasco";"Custeio";"80.000,00";"27";"811";"elaboração"
"137.03.12.2026";"137.03.12.2026";"Carmônio Gonçalves Bastos";"Centro de Excelência de Ginástica de Osasco";"Custeio";"55.000,00";"27";"811";"elaboração"
"137.06.12.2026";"137.06.12.2026";"Elsa Natal de Oliveira";"Centro de Excelência de Ginástica de Osasco";"Custeio";"50.000,00";"27";"811";"elaboração"
"137.08.12.2026";"137.08.12.2026";"Fabio Chirinhan";"Centro de Excelência de Ginástica de Osasco";"Custeio";"79.999,30";"27";"811";"elaboração"
"137.09.12.2026";"137.09.12.2026";"Francisca Jenilúcia Ribeiro de Andrade";"Centro de Excelência de Ginástica de Osasco";"Custeio";"80.000,00";"27";"811";"elaboração"
"137.10.12.2026";"137.10.12.2026";"Gabriel de Paula Barbosa";"Centro de Excelência de Ginástica de Osasco";"Custeio";"123.357,70";"27";"811";"elaboração"
"137.11.12.2026";"137.11.12.2026";"Gilmeiron Medeiros";"Centro de Excelência de Ginástica de Osasco";"Custeio";"150.000,00";"27";"811";"elaboração"
"137.12.12.2026";"137.12.12.2026";"Guilherme de Prado Souza";"Centro de Excelência de Ginástica de Osasco";"Custeio";"50.000,00";"27";"811";"elaboração"
"138.01.09.2026";"138.01.09.2026";"Alexandre de Jesus Capriotti";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"1.151.667,85";"10";"302";"elaboração"
"138.02.09.2026";"138.02.09.2026";"Batista de Sousa Moreira";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"900.000,00";"10";"302";"elaboração"
"138.03.09.2026";"138.03.09.2026";"Carmônio Gonçalves Bastos";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"935.344,25";"10";"302";"elaboração"
"138.04.09.2026";"138.04.09.2026";"Délbio Camargo Teruel";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"1.000.000,00";"10";"302";"elaboração"
"138.05.09.2026";"138.05.09.2026";"Elania Silva de Lima";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"1.221.668,85";"10";"302";"elaboração"
"138.06.09.2026";"138.06.09.2026";"Elsa Natal de Oliveira";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"1.031.668,85";"10";"302";"elaboração"
"138.08.09.2026";"138.08.09.2026";"Fabio Chirinhan";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"1.031.668,85";"10";"302";"elaboração"
"138.09.09.2026";"138.09.09.2026";"Francisca Jenilúcia Ribeiro de Andrade";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"1.031.668,85";"10";"302";"elaboração"
"138.10.09.2026";"138.10.09.2026";"Gabriel de Paula Barbosa";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"761.668,85";"10";"302";"elaboração"
"138.11.09.2026";"138.11.09.2026";"Gilmeiron Medeiros";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"1.041.668,85";"10";"302";"elaboração"
"138.12.09.2026";"138.12.09.2026";"Guilherme de Prado Souza";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"240.000,00";"10";"302";"elaboração"
"138.14.09.2026";"138.14.09.2026";"Josias Nascimento de Jesus";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"1.000.000,00";"10";"302";"elaboração"
"138.15.09.2026";"138.15.09.2026";"Laércio Patrício de Mendonça";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"990.000,00";"10";"302";"elaboração"
"138.17.09.2026";"138.17.09.2026";"Pedrinho Cantagessi Vitoriano";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"900.668,85";"10";"302";"elaboração"
"138.18.09.2026";"138.18.09.2026";"Ralfi Rafael da Silva";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"1.051.668,85";"10";"302";"elaboração"
"138.19.09.2026";"138.19.09.2026";"Rodrigo Mendes Pascoto";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"251.668,86";"10";"302";"elaboração"
"138.20.09.2026";"138.20.09.2026";"Sergio Augusto Fontellas dos Santos";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"1.051.668,85";"10";"302";"elaboração"
"138.21.09.2026";"138.21.09.2026";"Stephane Carolina Rossi de Almeida Magdesian";"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades";"Custeio";"594.668,85";"10";"302";"elaboração"
"139.03.09.2026";"139.03.09.2026";"Carmônio Gonçalves Bastos";"Aquisição de insumos e equipamentos para o centro de especialidades odontologicas";"CUSTEIO";"70.000,00";"";"";"Não Inciada"
"140.13.09.2026";"140.13.09.2026";"Heber Rocha Farias";"Fomentar o atendimento terapeutico multidisciplinar de pessoas diagnosticadas com autismo em Osasco";"Custeio";"116.000,00";"10";"302";"elaboração"
"140.21.09.2026";"140.21.09.2026";"Stephane Carolina Rossi de Almeida Magdesian";"Fomentar o atendimento terapeutico multidisciplinar de pessoas diagnosticadas com autismo em Osasco";"Custeio";"100.000,00";"10";"302";"elaboração"
"141.20.12.2026";"141.20.12.2026";"Sergio Augusto Fontellas dos Santos";"Karatê para o público feminino";"CUSTEIO";"250.000,00";"";"";"Não Inciada"
